brand,km_driven,fuel,owner,selling_price
Mahindra,120000,Diesel,Third Owner,161000
Hyundai,58000,Petrol,First Owner,500000
Nissan,50000,Petrol,First Owner,350000
Maruti,40000,Petrol,First Owner,550000
Honda,7800,Petrol,First Owner,850000
Maruti,50000,Petrol,First Owner,240000
Ford,68000,Diesel,First Owner,950000
Maruti,60000,Petrol,Second Owner,423000
Tata,74000,Petrol,Second Owner,90000
Tata,58000,Diesel,Second Owner,350000
Maruti,70000,Petrol,Third Owner,170000
Ford,70000,Petrol,First Owner,450000
Hyundai,110000,Petrol,Second Owner,150000
Hyundai,80000,Petrol,Third Owner,75000
Hyundai,80000,Diesel,First Owner,511000
Maruti,59000,Diesel,First Owner,850000
Tata,110000,Diesel,First Owner,250000
Maruti,25000,Petrol,First Owner,420000
Maruti,55000,Petrol,First Owner,180000
Maruti,25000,Diesel,First Owner,400000
Mahindra,300000,Diesel,First Owner,150000
Ford,143200,Diesel,First Owner,500000
Jeep,60000,Diesel,First Owner,1689999
Nissan,120000,Diesel,First Owner,204999
Maruti,145000,Diesel,Second Owner,459999
Hyundai,30000,Petrol,First Owner,600000
Hyundai,8000,Petrol,First Owner,585000
Ford,170000,Diesel,First Owner,551000
Maruti,100000,Diesel,First Owner,525000
Maruti,62000,Petrol,First Owner,160000
Mahindra,110000,Diesel,First Owner,825000
Hyundai,137000,CNG,First Owner,127000
Chevrolet,80000,Diesel,Second Owner,600000
Maruti,80000,Petrol,Second Owner,65000
Maruti,100000,Diesel,First Owner,550000
Mahindra,120000,Diesel,First Owner,650000
Maruti,24000,Diesel,First Owner,750000
Mahindra,80000,Diesel,First Owner,380000
Hyundai,138000,Diesel,First Owner,400000
Maruti,147000,Petrol,Fourth & Above Owner,50000
Mahindra,60000,Diesel,First Owner,750000
Chevrolet,80000,Petrol,First Owner,150000
Maruti,50000,Petrol,First Owner,245000
Tata,189000,Diesel,First Owner,260000
Volkswagen,90000,Diesel,Second Owner,411000
Hyundai,56000,Diesel,First Owner,450000
BMW,140000,Diesel,Second Owner,1300000
Maruti,60000,Petrol,First Owner,351000
Mahindra,130000,Diesel,First Owner,550000
BMW,140000,Diesel,Second Owner,1300000
Tata,189000,Diesel,First Owner,260000
Volkswagen,90000,Diesel,Second Owner,411000
Hyundai,56000,Diesel,First Owner,450000
BMW,140000,Diesel,Second Owner,1300000
Maruti,60000,Petrol,First Owner,351000
Mahindra,130000,Diesel,First Owner,550000
BMW,140000,Diesel,Second Owner,1300000
Nissan,35000,Diesel,First Owner,750000
Nissan,35000,Diesel,First Owner,800000
Tata,156000,Diesel,First Owner,350000
Maruti,90000,Petrol,First Owner,200000
Tata,60000,Diesel,Third Owner,150000
Nissan,36000,Diesel,First Owner,800000
Hyundai,20000,Petrol,Second Owner,350000
Tata,160000,Diesel,First Owner,350000
Mahindra,185000,Diesel,First Owner,250000
Tata,110000,Diesel,Second Owner,170000
Renault,10800,Petrol,First Owner,395000
Mahindra,120000,Diesel,First Owner,450000
Maruti,15000,Petrol,First Owner,500000
Tata,67500,Diesel,First Owner,200000
Tata,30000,Diesel,First Owner,1200000
Mahindra,50000,Diesel,First Owner,400000
Mahindra,100000,Diesel,First Owner,650000
Mahindra,150000,Diesel,First Owner,550000
Mahindra,110000,Diesel,First Owner,1100000
Maruti,30000,Petrol,First Owner,254999
Maruti,60000,Petrol,First Owner,180000
Mahindra,255000,Diesel,Second Owner,160000
Chevrolet,120000,Diesel,Second Owner,225000
Maruti,49900,Petrol,Second Owner,270000
Tata,86000,Diesel,First Owner,310000
Datsun,71850,Petrol,First Owner,225000
Fiat,95000,Diesel,Third Owner,300000
Maruti,70000,Petrol,Fourth & Above Owner,250000
Hyundai,35000,Petrol,First Owner,180000
Maruti,50000,Petrol,First Owner,550000
Mahindra,120000,Diesel,Third Owner,300000
Hyundai,145000,Diesel,First Owner,900000
Tata,190000,Diesel,Third Owner,254999
Mahindra,40000,Diesel,First Owner,1530000
Maruti,110000,Diesel,First Owner,590000
Maruti,112000,LPG,Second Owner,170000
Audi,70000,Diesel,First Owner,2600000
Maruti,110000,Diesel,First Owner,475000
Hyundai,29000,Diesel,First Owner,700000
Maruti,60000,Petrol,First Owner,376000
Hyundai,120000,Petrol,Fourth & Above Owner,100000
Maruti,46000,Petrol,Fourth & Above Owner,75000
Mahindra,120000,Diesel,Third Owner,440000
Maruti,80000,Petrol,First Owner,390000
Toyota,159000,Diesel,Second Owner,725000
Mahindra,110000,Diesel,Second Owner,325000
Maruti,75000,Petrol,Second Owner,170000
Maruti,120000,Diesel,Third Owner,215000
Honda,110000,Petrol,Third Owner,350000
Chevrolet,80000,Petrol,Fourth & Above Owner,80000
Hyundai,80000,Petrol,Second Owner,195000
Maruti,85000,Diesel,First Owner,280000
Nissan,71000,Diesel,First Owner,335000
Mahindra,108000,Diesel,First Owner,475000
Renault,75000,Diesel,First Owner,484999
Maruti,22000,Petrol,Second Owner,650000
Audi,76131,Diesel,First Owner,1850000
Hyundai,30000,Petrol,Second Owner,700000
Audi,65000,Diesel,First Owner,3000000
Mahindra,60000,Diesel,First Owner,900000
Volkswagen,80000,Diesel,First Owner,350000
Honda,80000,Petrol,Second Owner,285000
Audi,70000,Diesel,First Owner,1850000
Maruti,51777,Diesel,First Owner,750000
Land,64788,Diesel,First Owner,1650000
Honda,20000,Petrol,First Owner,600000
Volkswagen,19000,Petrol,First Owner,565000
Daewoo,46951,Petrol,First Owner,86000
Datsun,19000,Petrol,First Owner,329000
Ford,50000,Diesel,First Owner,650000
Hyundai,60000,Diesel,First Owner,822000
Renault,100000,Diesel,Second Owner,345000
Maruti,10000,Petrol,First Owner,30000
Maruti,50000,Diesel,Second Owner,330000
Maruti,74537,Petrol,Second Owner,300000
Maruti,90000,Petrol,Second Owner,200000
Tata,80000,Diesel,Second Owner,200000
Chevrolet,70000,Petrol,Second Owner,90000
Maruti,80000,Petrol,Second Owner,200000
Hyundai,35000,Diesel,First Owner,550000
Chevrolet,23500,Petrol,First Owner,250000
Honda,82000,Diesel,First Owner,975000
Toyota,100000,Diesel,Second Owner,900000
Hyundai,15000,Petrol,First Owner,610000
Maruti,30000,Diesel,First Owner,620000
Hyundai,30000,Petrol,First Owner,400000
Maruti,11000,Petrol,First Owner,500000
Datsun,140000,Petrol,First Owner,200000
Tata,110000,Diesel,First Owner,360000
Maruti,48000,Petrol,First Owner,252000
Maruti,70000,Diesel,Second Owner,280000
Maruti,70000,Petrol,Second Owner,509999
Mahindra,58000,Diesel,First Owner,1050000
Maruti,40000,LPG,Fourth & Above Owner,200000
Maruti,90000,Petrol,Second Owner,60000
Mahindra,40000,Diesel,Second Owner,320000
Mahindra,110000,Diesel,First Owner,520000
Tata,80000,Diesel,Second Owner,250000
Maruti,60000,Diesel,First Owner,725000
Mahindra,50000,Diesel,First Owner,585000
Tata,25000,Petrol,First Owner,430000
Maruti,100000,Diesel,Second Owner,235000
Maruti,52000,Diesel,Third Owner,350000
Hyundai,80000,Petrol,Third Owner,131000
Honda,85000,Diesel,First Owner,450000
Maruti,83000,Diesel,First Owner,750000
Maruti,50000,Petrol,First Owner,200000
Maruti,120000,Petrol,Fourth & Above Owner,125000
Mahindra,100000,Diesel,First Owner,500000
Maruti,70000,Diesel,Third Owner,380000
Maruti,19000,Petrol,First Owner,128000
Honda,68600,Petrol,Third Owner,250000
Mahindra,60000,Diesel,First Owner,690000
Mahindra,65000,Diesel,Second Owner,650000
Honda,40000,Petrol,Second Owner,560000
Tata,160000,Diesel,Second Owner,120000
Maruti,25000,Petrol,First Owner,400000
Maruti,29500,Petrol,First Owner,200000
Hyundai,13887,Petrol,First Owner,950000
Maruti,50000,Petrol,Second Owner,300000
Renault,30000,Petrol,Second Owner,315000
Maruti,100000,Petrol,First Owner,220000
Chevrolet,60000,Petrol,Second Owner,130000
Hyundai,60000,Diesel,Second Owner,595000
Tata,120000,Diesel,First Owner,110000
Ford,13500,Petrol,First Owner,680000
Fiat,52000,Diesel,First Owner,280000
Maruti,30000,Petrol,Second Owner,530000
Hyundai,14000,Petrol,First Owner,610000
Tata,90000,Diesel,Second Owner,500000
Tata,50000,Diesel,First Owner,500000
Mahindra,120000,Diesel,Second Owner,250000
Hyundai,10000,Petrol,First Owner,325000
Maruti,10000,Petrol,First Owner,550000
Maruti,25000,Petrol,First Owner,720000
Hyundai,20000,Petrol,First Owner,950000
Maruti,60000,Diesel,First Owner,350000
Hyundai,40000,Petrol,First Owner,500000
Maruti,60000,Diesel,First Owner,380000
Hyundai,50000,Petrol,First Owner,380000
Hyundai,20000,Petrol,First Owner,900000
Maruti,35000,Petrol,First Owner,295000
Maruti,40000,Diesel,First Owner,640000
Tata,60000,Diesel,First Owner,790000
Hyundai,20000,Petrol,First Owner,625000
Ford,30000,Petrol,Second Owner,604000
Maruti,29000,Petrol,First Owner,315000
Mahindra,17000,Diesel,First Owner,950000
Maruti,50000,Petrol,First Owner,400000
Hyundai,42000,Petrol,First Owner,700000
Toyota,120000,Diesel,Second Owner,700000
Mahindra,110000,Diesel,First Owner,260000
Tata,90000,Diesel,First Owner,200000
Maruti,70000,Petrol,First Owner,580000
Volkswagen,66000,Diesel,Second Owner,330000
Hyundai,70000,Diesel,Third Owner,400000
Hyundai,5000,Petrol,First Owner,1350000
Mahindra,50000,Diesel,Second Owner,250000
Skoda,25000,Petrol,First Owner,725000
Maruti,70000,Diesel,First Owner,300000
Maruti,40000,Petrol,Second Owner,120000
Mahindra,110000,Diesel,First Owner,1175000
Tata,150000,Diesel,First Owner,380000
Tata,45000,Diesel,First Owner,400000
Tata,90000,Diesel,Third Owner,140000
Tata,140000,Diesel,Second Owner,229999
Ford,83000,Petrol,Second Owner,110000
Volkswagen,106000,Diesel,Second Owner,550000
Chevrolet,60000,Petrol,Fourth & Above Owner,150000
Maruti,40000,Petrol,Second Owner,265000
Hyundai,138000,Petrol,Third Owner,300000
Maruti,80000,Petrol,First Owner,280000
Hyundai,50000,Petrol,Second Owner,130000
Chevrolet,50000,Petrol,First Owner,350000
Maruti,120000,Petrol,First Owner,200000
Maruti,24400,Petrol,First Owner,550000
Mahindra,60000,Diesel,Second Owner,400000
Maruti,120000,Petrol,Second Owner,170000
Hyundai,60000,Diesel,Second Owner,600000
Maruti,100000,Petrol,Second Owner,130000
Hyundai,60000,CNG,Second Owner,120000
Maruti,120000,Petrol,Second Owner,100000
Renault,27500,Petrol,First Owner,310000
Maruti,10000,Petrol,First Owner,35000
Hyundai,120000,Petrol,Third Owner,200000
Maruti,70000,Diesel,Second Owner,270000
Hyundai,80000,Diesel,First Owner,650000
Tata,120000,Petrol,First Owner,210000
Hyundai,90000,Diesel,First Owner,509999
Ford,70000,Diesel,First Owner,229999
Renault,188000,Diesel,Second Owner,409999
Chevrolet,67840,Petrol,First Owner,130000
Tata,30000,Petrol,First Owner,95000
Maruti,35000,Petrol,Second Owner,225000
Maruti,150000,Diesel,Second Owner,256999
Maruti,100000,Diesel,First Owner,775000
Maruti,30000,Petrol,First Owner,420000
Hyundai,70000,Petrol,First Owner,480000
Toyota,149032,Diesel,First Owner,200000
Mahindra,380000,Diesel,Second Owner,260000
Toyota,84050,Petrol,First Owner,210000
Volkswagen,15000,Petrol,First Owner,600000
Ford,140000,Diesel,Second Owner,140000
Maruti,120000,Petrol,Third Owner,130000
Maruti,112880,Diesel,First Owner,195000
Tata,135000,Diesel,Second Owner,210000
Maruti,80000,Petrol,Third Owner,130000
Chevrolet,128000,Petrol,Third Owner,141000
Mahindra,120000,Diesel,First Owner,280000
Maruti,30000,Petrol,First Owner,350000
Tata,70000,Petrol,First Owner,575000
Hyundai,41000,Petrol,First Owner,550000
Toyota,28100,Petrol,First Owner,420000
Maruti,30000,Petrol,Second Owner,120000
Maruti,30000,Petrol,First Owner,320000
Hyundai,35000,Petrol,First Owner,250000
Maruti,22000,Petrol,First Owner,300000
Maruti,70000,Petrol,First Owner,250000
Maruti,100000,Petrol,Second Owner,120000
Mahindra,70000,Diesel,First Owner,750000
Mahindra,200000,Diesel,Second Owner,151000
Tata,120000,Diesel,First Owner,300000
Maruti,3000,Petrol,First Owner,577000
Maruti,50000,Petrol,First Owner,229999
Mahindra,50000,Diesel,First Owner,500000
Honda,1500,Petrol,First Owner,840000
Volkswagen,74000,Diesel,First Owner,900000
Honda,25000,Petrol,First Owner,650000
Honda,61915,Diesel,First Owner,650000
Hyundai,110000,Petrol,First Owner,250000
Volkswagen,70000,Diesel,First Owner,550000
Maruti,150000,Diesel,Fourth & Above Owner,250000
Mahindra,110000,Diesel,Second Owner,350000
Chevrolet,90000,Diesel,Second Owner,185000
Ford,120000,Petrol,Third Owner,229999
Toyota,65000,Diesel,First Owner,1000000
Maruti,10000,Petrol,First Owner,490000
Hyundai,80000,Petrol,Second Owner,150000
Maruti,184000,Diesel,First Owner,600000
Maruti,80000,CNG,Second Owner,270000
Maruti,70000,Petrol,Second Owner,60000
Maruti,89000,Petrol,Second Owner,150000
Honda,33033,Petrol,First Owner,335000
Maruti,69000,Diesel,Second Owner,525000
Hyundai,63063,Petrol,First Owner,465000
Tata,90000,Diesel,Second Owner,83000
Hyundai,8000,Petrol,First Owner,300000
Hyundai,35000,Petrol,First Owner,350000
Hyundai,45000,Petrol,First Owner,300000
Fiat,30000,Diesel,First Owner,250000
Maruti,59000,Petrol,Second Owner,114999
Maruti,6200,Petrol,First Owner,700000
Maruti,120000,Petrol,Second Owner,250000
Maruti,70000,Petrol,First Owner,350000
Maruti,70000,Petrol,First Owner,80000
Mahindra,110000,Diesel,First Owner,850000
Hyundai,158000,Petrol,First Owner,70000
Chevrolet,93000,Petrol,Third Owner,90000
Chevrolet,110000,Diesel,First Owner,600000
Maruti,57000,Petrol,First Owner,135000
Hyundai,120000,Petrol,First Owner,150000
Tata,35000,Diesel,First Owner,259000
Tata,90000,Diesel,First Owner,220000
Tata,35000,Diesel,Second Owner,246000
Maruti,120000,Petrol,First Owner,240000
Hyundai,60000,Diesel,First Owner,946000
Tata,70000,Diesel,First Owner,215000
Maruti,60000,Petrol,Fourth & Above Owner,50000
Honda,100000,Diesel,First Owner,310000
Hyundai,35000,Petrol,First Owner,220000
Maruti,90000,Diesel,Third Owner,195000
Hyundai,50000,Petrol,First Owner,650000
Hyundai,98000,Petrol,First Owner,350000
Hyundai,30000,Petrol,First Owner,360000
Hyundai,50000,Petrol,Second Owner,550000
Hyundai,26000,Petrol,First Owner,490000
Maruti,46000,Petrol,Second Owner,195000
Maruti,80000,Petrol,Fourth & Above Owner,125000
Tata,10000,Petrol,First Owner,459999
Maruti,16700,Petrol,First Owner,275000
Maruti,70000,Diesel,First Owner,680000
Maruti,7967,Petrol,First Owner,600000
Maruti,20000,Petrol,First Owner,720000
Maruti,50000,Diesel,First Owner,295000
Renault,9656,Petrol,First Owner,356000
Hyundai,50000,Petrol,First Owner,225000
Ford,17000,Diesel,First Owner,725000
Chevrolet,50000,Petrol,First Owner,130000
Renault,10000,Petrol,First Owner,300000
Hyundai,43000,Petrol,Second Owner,400000
Hyundai,50000,Diesel,First Owner,550000
Maruti,90000,Petrol,Second Owner,120000
Mahindra,100000,Diesel,Second Owner,409999
Hyundai,80000,Petrol,Second Owner,110000
Mahindra,120000,Diesel,First Owner,450000
Maruti,5000,Petrol,First Owner,610000
Ford,68609,Diesel,First Owner,515000
Ford,33360,Diesel,First Owner,925000
Nissan,14317,Petrol,First Owner,860000
Ford,87237,Diesel,Second Owner,225000
Ford,62960,Diesel,First Owner,500000
Maruti,26634,Petrol,First Owner,600000
Ford,163720,Diesel,First Owner,195000
Maruti,67998,Petrol,First Owner,265000
Ford,20706,Diesel,First Owner,650000
Ford,100581,Diesel,First Owner,415000
Renault,67303,Diesel,First Owner,600000
Maruti,79139,Petrol,First Owner,340000
Hyundai,84784,Diesel,First Owner,350000
Maruti,130376,Diesel,Second Owner,265000
Tata,72000,Diesel,First Owner,625000
Hyundai,127000,Diesel,Second Owner,245000
Maruti,120000,Diesel,First Owner,395000
Fiat,120000,Diesel,Second Owner,190000
Hyundai,100000,Diesel,First Owner,490000
Toyota,148000,Diesel,Second Owner,450000
Maruti,40000,Diesel,First Owner,955000
Maruti,110000,Diesel,First Owner,525000
Tata,30000,Petrol,First Owner,550000
Tata,120000,Diesel,Second Owner,200000
Ford,15000,Petrol,First Owner,500000
Maruti,33500,Diesel,First Owner,825000
Mahindra,70000,Diesel,First Owner,250000
Toyota,10000,Petrol,First Owner,600000
Mahindra,22053,Diesel,First Owner,1325000
Mahindra,50000,Diesel,First Owner,770000
Chevrolet,78432,Diesel,First Owner,415000
Hyundai,125000,Diesel,Second Owner,825000
Ford,80000,Diesel,First Owner,530000
Toyota,270000,Diesel,Third Owner,425000
Honda,50000,Petrol,Second Owner,310000
Tata,20000,Petrol,First Owner,390000
Hyundai,30000,Petrol,First Owner,700000
Hyundai,70000,Petrol,Second Owner,200000
Toyota,7200,Diesel,First Owner,1050000
Honda,97000,Diesel,First Owner,580000
Hyundai,60000,Petrol,Second Owner,200000
Chevrolet,25000,Petrol,First Owner,245000
Hyundai,94000,Petrol,Second Owner,210000
Maruti,90000,Petrol,Second Owner,50000
Chevrolet,50000,Diesel,Second Owner,700000
Tata,35000,Diesel,First Owner,660000
Honda,117500,Petrol,Second Owner,630000
Mahindra,78500,Diesel,First Owner,950000
Hyundai,8000,Petrol,First Owner,740000
Ford,25000,Petrol,First Owner,570000
Hyundai,60000,Diesel,Third Owner,450000
Datsun,10000,Petrol,First Owner,390000
Ford,70000,Petrol,Second Owner,180000
Tata,60000,Petrol,First Owner,130000
Honda,70000,Petrol,Second Owner,270000
Maruti,25000,Petrol,Third Owner,60000
Hyundai,90000,Petrol,Third Owner,170000
Hyundai,90000,Diesel,First Owner,978999
Tata,25000,Petrol,First Owner,490000
Ford,60000,Diesel,Second Owner,280000
Tata,25000,Petrol,First Owner,390000
Maruti,60000,Petrol,Fourth & Above Owner,170000
Chevrolet,70000,Petrol,First Owner,45000
Maruti,80000,Diesel,Second Owner,640000
Mahindra,110000,Diesel,Second Owner,650000
Mahindra,115717,Diesel,First Owner,500000
Ford,110000,Diesel,Second Owner,90000
Tata,70000,Diesel,Second Owner,480000
Maruti,4000,Petrol,First Owner,630000
Hyundai,50000,Petrol,First Owner,250000
Hyundai,70000,Petrol,Fourth & Above Owner,330000
Hyundai,70000,Petrol,Second Owner,180000
Hyundai,50000,Petrol,Second Owner,210000
Maruti,55000,Diesel,First Owner,550000
Tata,5000,Petrol,First Owner,950000
Mahindra,100000,Diesel,Second Owner,430000
Hyundai,23000,Petrol,Second Owner,348000
Maruti,60000,Petrol,Second Owner,196000
Maruti,70000,Petrol,Second Owner,150000
Hyundai,82000,Petrol,Fourth & Above Owner,90000
Maruti,60000,Petrol,Second Owner,150000
Tata,100000,Diesel,First Owner,1250000
Maruti,90000,Diesel,Third Owner,600000
Tata,26432,Petrol,First Owner,65000
Maruti,46702,Petrol,First Owner,220000
Maruti,46706,Petrol,First Owner,220000
Tata,53523,Petrol,First Owner,110000
Chevrolet,56365,Diesel,First Owner,175000
Chevrolet,49563,Petrol,First Owner,160000
Maruti,56432,Petrol,First Owner,65000
Maruti,52365,Petrol,Second Owner,60000
Maruti,53512,Petrol,Second Owner,120000
Hyundai,53563,Petrol,Second Owner,110000
Mahindra,40000,Diesel,First Owner,1000000
Maruti,46533,Petrol,First Owner,220000
Maruti,59635,Petrol,Second Owner,105000
Maruti,58632,Petrol,Second Owner,114999
Maruti,58632,LPG,Second Owner,110000
Mahindra,80000,Diesel,Second Owner,850000
Maruti,70000,Diesel,First Owner,750000
Renault,90000,Petrol,First Owner,265000
Ford,110000,Petrol,Second Owner,450000
Mahindra,90000,Diesel,First Owner,225000
Mahindra,70000,Diesel,First Owner,1125000
Maruti,80000,Petrol,First Owner,270000
Maruti,78000,Petrol,First Owner,130000
Mahindra,45000,Diesel,First Owner,660000
Maruti,50000,Petrol,Second Owner,240000
Maruti,58000,Petrol,First Owner,275000
Toyota,120000,Diesel,First Owner,750000
Chevrolet,30000,Petrol,Second Owner,65000
Tata,162000,Diesel,First Owner,850000
Maruti,50000,CNG,Second Owner,300000
Hyundai,25000,Petrol,Second Owner,555000
Mahindra,60000,Diesel,First Owner,825000
Hyundai,70000,LPG,Third Owner,150000
Maruti,138000,Diesel,Second Owner,185000
Hyundai,70000,Petrol,Second Owner,180000
Maruti,48000,Petrol,Second Owner,160000
Ford,110000,Diesel,First Owner,500000
Maruti,88000,Diesel,Second Owner,375000
Toyota,68000,Diesel,First Owner,900000
Hyundai,70000,Petrol,First Owner,459999
Renault,80000,Diesel,First Owner,480000
Maruti,100000,Diesel,Third Owner,320000
Maruti,96000,Diesel,Second Owner,370000
Hyundai,123219,Petrol,Third Owner,80000
Maruti,30000,Petrol,Third Owner,75000
Maruti,60000,Diesel,Third Owner,400000
Honda,90000,Petrol,Second Owner,250000
Maruti,65000,Diesel,First Owner,425000
Maruti,48000,Petrol,First Owner,325000
Hyundai,65300,Petrol,Second Owner,350000
